model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize,price
 Ioniq,2019,Automatic,8300,Hybrid,135,78.5,1.6,18695
 Ioniq,2017,Automatic,7955,Hybrid,135,78.5,1.6,17749
 Kona,2019,Semi-Auto,1026,Petrol,145,37.7,1.6,21495
 I10,2017,Manual,28500,Petrol,150,60.1,1,7249
 I30,2020,Manual,6000,Diesel,150,60.1,1.6,17999
 Tucson,2020,Semi-Auto,6000,Petrol,150,36.2,1.6,24749
 I30,2020,Manual,6000,Petrol,150,34,2,25999
 I10,2020,Semi-Auto,6000,Petrol,150,52.3,1.2,13949
 I20,2020,Manual,6000,Petrol,150,46.3,1.2,13749
 I800,2019,Manual,15997,Diesel,150,31.7,2.5,18499
 I10,2019,Manual,8483,Petrol,145,60.1,1,8549
 I10,2019,Manual,8084,Petrol,145,60.1,1,8549
 Kona,2018,Manual,10761,Petrol,145,44.1,1,13649
 I30,2019,Manual,16673,Diesel,145,60.1,1.6,14999
 Tucson,2018,Manual,15450,Petrol,150,35.3,1.6,14999
 I10,2019,Semi-Auto,16605,Petrol,150,47.9,1.2,10349
 Ioniq,2019,Automatic,9767,Hybrid,140,78.5,1.6,21999
 Ioniq,2019,Automatic,8021,Hybrid,135,78.5,1.6,18695
 Ioniq,2019,Automatic,8245,Hybrid,135,78.5,1.6,18695
 Santa Fe,2018,Manual,17452,Diesel,145,47.1,2.2,20749
 Tucson,2018,Manual,9056,Diesel,145,61.7,1.7,15549
 Kona,2019,Manual,10384,Petrol,145,44.1,1,13849
 Ioniq,2017,Automatic,23700,Hybrid,135,78.5,1.6,15999
 Tucson,2017,Semi-Auto,24163,Diesel,125,57.6,1.7,16729
 I20,2017,Manual,17772,Petrol,150,55.4,1.2,7749
 Santa Fe,2020,Semi-Auto,6000,Diesel,150,39.2,2.2,36999
 Tucson,2018,Manual,7390,Petrol,145,34.9,1.6,15992
 I10,2019,Semi-Auto,7077,Petrol,145,47.9,1.2,10495
 I800,2019,Manual,13312,Diesel,150,31.7,2.5,18499
 Kona,2018,Manual,8361,Petrol,145,44.1,1,13799
 Tucson,2019,Manual,19450,Diesel,145,48.7,1.6,17749
 I20,2018,Manual,23607,Petrol,145,62.8,1,10499
 Santa Fe,2017,Semi-Auto,26385,Diesel,235,42.8,2.2,21849
 Tucson,2017,Manual,36303,Diesel,30,61.4,1.7,14799
 Tucson,2017,Manual,18777,Diesel,145,61.7,1.7,14749
 I10,2018,Manual,12653,Petrol,145,57.7,1.2,7849
 Kona,2020,Manual,6000,Petrol,150,44.1,1,15499
 Tucson,2019,Manual,10,Hybrid,145,47.9,1.6,26995
 Kona,2019,Semi-Auto,10,Petrol,145,37.7,1.6,22995
 I10,2018,Semi-Auto,8392,Petrol,145,47.9,1.2,9495
 I10,2019,Semi-Auto,8205,Petrol,150,47.9,1.2,9995
 Ioniq,2019,Automatic,9950,Hybrid,135,78.5,1.6,19981
 Ioniq,2019,Automatic,17378,Hybrid,135,78.5,1.6,18695
 Ioniq,2019,Automatic,17212,Hybrid,135,78.5,1.6,18695
 Ioniq,2019,Automatic,2760,Hybrid,135,78.5,1.6,18695
 Ioniq,2019,Automatic,9562,Hybrid,135,78.5,1.6,18695
 Tucson,2017,Manual,29572,Diesel,125,58.9,2,13949
 Ioniq,2017,Automatic,28836,Hybrid,0,78.5,1.6,14999
 Ioniq,2019,Automatic,8732,Hybrid,135,62.8,1.6,19999
 Santa Fe,2019,Semi-Auto,6982,Diesel,145,39.2,2.2,33949
 I20,2020,Manual,6000,Petrol,150,47.9,1,13999
 Tucson,2020,Semi-Auto,8000,Hybrid,150,50.4,1.6,28499
 I30,2018,Manual,12098,Petrol,150,57.7,1,10349
 Tucson,2018,Manual,20455,Petrol,150,44.8,1.6,14499
 IX35,2014,Manual,27410,Diesel,165,51.4,2,10499
 I30,2018,Manual,13164,Petrol,150,57.7,1,10349
 I20,2017,Automatic,46443,Petrol,145,45.6,1.4,8493
 Tucson,2019,Semi-Auto,4371,Diesel,145,47.1,1.6,21452
 Ioniq,2017,Automatic,17391,Hybrid,135,78.5,1.6,14403
 Tucson,2018,Manual,8681,Petrol,145,44.8,1.6,14938
 Tucson,2018,Semi-Auto,31792,Petrol,145,39.8,1.6,16672
 I10,2016,Manual,10500,Petrol,30,57.6,1.2,7997
 Ioniq,2016,Automatic,13695,Hybrid,0,78.5,1.6,13685
 Santa Fe,2018,Manual,27410,Diesel,145,47.1,2.2,18495
 Tucson,2019,Semi-Auto,10610,Petrol,145,36.2,1.6,18395
 Kona,2019,Manual,13240,Petrol,145,44.1,1,14995
 Santa Fe,2019,Semi-Auto,130,Diesel,145,42.8,2.2,31995
 Kona,2019,Semi-Auto,10,Petrol,145,37.7,1.6,22995
 Tucson,2019,Manual,7330,Petrol,145,34.9,1.6,17695
 Kona,2019,Semi-Auto,21750,Petrol,145,34,1.6,18695
 Kona,2019,Semi-Auto,10,Petrol,145,37.7,1.6,19995
 Tucson,2019,Manual,1430,Petrol,150,34.9,1.6,16995
 I30,2016,Manual,28290,Petrol,145,48.7,1.4,7995
 Tucson,2017,Manual,35160,Diesel,30,61.7,1.7,12995
 Kona,2019,Manual,12273,Petrol,145,44.1,1,13599
 I10,2017,Semi-Auto,8154,Petrol,145,47.9,1.2,9624
 I30,2014,Automatic,33080,Diesel,160,51.4,1.6,7924
 Tucson,2018,Semi-Auto,8300,Petrol,150,39.8,1.6,17750
 I800,2018,Manual,33887,Diesel,145,31.7,2.5,16299
 Santa Fe,2019,Semi-Auto,6697,Diesel,150,39.2,2.2,33999
 Kona,2019,Manual,6380,Petrol,145,44.1,1,15695
 Kona,2019,Manual,12560,Petrol,145,44.1,1,14995
 Ioniq,2019,Automatic,10200,Hybrid,135,78.5,1.6,21995
 I30,2019,Manual,350,Petrol,145,42.2,1.4,19495
 I30,2019,Semi-Auto,350,Petrol,145,46.3,1.4,20495
 Tucson,2019,Manual,90,Petrol,145,34.9,1.6,23695
 I10,2017,Manual,16739,Petrol,20,60.1,1,6795
 Tucson,2017,Manual,21431,Diesel,145,58.9,2,16995
 I20,2016,Manual,34826,Petrol,30,58.9,1.2,7300
 Tucson,2018,Manual,67250,Petrol,150,34.9,1.6,16490
 Santa Fe,2016,Semi-Auto,19201,Diesel,240,42.8,2.2,20681
 I10,2018,Manual,8702,Petrol,150,60.1,1,8491
 I20,2016,Manual,24377,Petrol,30,55.4,1.2,7691
 I30,2014,Automatic,29064,Diesel,165,51.4,1.6,9691
 Ioniq,2019,Automatic,15439,Hybrid,135,62.8,1.6,19899
 Santa Fe,2019,Semi-Auto,10000,Diesel,145,39.2,2.2,32149
 Tucson,2017,Manual,24662,Diesel,145,61.4,1.7,15849
 Kona,2019,Semi-Auto,25,Petrol,145,37.7,1.6,19995
 Tucson,2019,Manual,25,Petrol,145,34.9,1.6,17995
 Tucson,2017,Manual,34750,Diesel,145,61.7,1.7,12495
 I20,2014,Manual,22998,Petrol,30,57.6,1.2,6000
 Kona,2019,Manual,12211,Petrol,145,44.1,1,14969
 I10,2018,Semi-Auto,7957,Petrol,145,47.9,1.2,9495
 I10,2019,Semi-Auto,6082,Petrol,145,47.9,1.2,10495
 I10,2017,Manual,24108,Petrol,145,57.7,1.2,7656
 I30,2017,Manual,16030,Petrol,145,56.5,1,10995
 Tucson,2018,Manual,10300,Diesel,145,48.7,1.6,18295
 I20,2018,Semi-Auto,816,Petrol,150,49.6,1,12750
 IX35,2012,Manual,28446,Petrol,200,41.5,1.6,7499
 I10,2012,Manual,50800,Petrol,20,61.4,1.2,2995
 I10,2013,Manual,46000,Petrol,20,61.4,1.2,3750
 IX35,2013,Manual,51400,Diesel,145,53.3,1.7,7996
 I40,2015,Manual,101500,Diesel,20,67.3,1.7,5500
 I10,2010,Manual,65555,Petrol,30,57.6,1.2,2500
 I20,2014,Manual,30750,Petrol,30,57.6,1.2,4995
 I30,2013,Manual,88000,Diesel,0,76.3,1.6,4495
 I10,2014,Manual,38751,Petrol,20,60.1,1,5495
 Kona,2019,Semi-Auto,3750,Petrol,145,37.7,1.6,20995
 IX20,2017,Automatic,9320,Petrol,145,43.5,1.6,10295
 Ioniq,2018,Automatic,8110,Hybrid,135,78.5,1.6,16495
 Tucson,2019,Semi-Auto,7596,Petrol,150,36.2,1.6,18695
 I10,2017,Manual,6650,Petrol,150,60.1,1,7795
 Kona,2019,Semi-Auto,30,Petrol,145,37.7,1.6,19995
 Ioniq,2020,Semi-Auto,400,Hybrid,140,62.8,1.6,20950
 I10,2010,Manual,85640,Petrol,30,56.5,1.2,1990
 I30,2010,Manual,44670,Petrol,150,46.3,1.4,3495
 I40,2015,Manual,22000,Diesel,20,67.3,1.7,8495
 I20,2010,Manual,35000,Petrol,125,54.3,1.2,3695
 I10,2014,Manual,47000,Petrol,20,60.1,1,4495
 Tucson,2008,Manual,83000,Diesel,300,39.8,2,2950
 I30,2009,Manual,94000,Petrol,160,46.3,1.4,2000
 I20,2014,Manual,22614,Petrol,30,57.6,1.2,5499
 IX35,2014,Manual,36189,Diesel,150,53.3,1.7,8999
 Tucson,2017,Manual,16030,Diesel,30,61.7,1.7,13995
 Tucson,2019,Manual,90,Petrol,145,34.9,1.6,18995
 Santa Fe,2019,Semi-Auto,30,Diesel,145,40.9,2.2,32995
 I30,2019,Manual,30,Petrol,145,34,2,23995
 Santa Fe,2019,Semi-Auto,30,Diesel,145,40.9,2.2,32995
 Tucson,2019,Manual,13060,Petrol,145,34.9,1.6,15995
 Kona,2019,Manual,14880,Petrol,145,44.1,1,14995
 Tucson,2019,Manual,4270,Petrol,145,34.9,1.6,16195
 I10,2011,Manual,92000,Petrol,20,61.4,1.2,1999
 Tucson,2017,Manual,45579,Diesel,30,61.7,1.7,12490
 I30,2016,Automatic,61034,Diesel,20,72.4,1.6,7750
 I10,2017,Manual,28965,Petrol,145,57.7,1.2,6650
 IX20,2015,Manual,19705,Petrol,125,50.4,1.4,7000
 I30,2018,Manual,8265,Petrol,145,52.3,1.4,14000
 I20,2018,Manual,11629,Petrol,145,55.4,1.2,10000
 Tucson,2019,Manual,18432,Petrol,145,34.9,1.6,14600
 Ioniq,2018,Automatic,13727,Hybrid,135,78.5,1.6,15000
 I40,2015,Manual,62106,Diesel,125,60.1,1.7,8750
 Tucson,2017,Manual,23805,Petrol,145,44.8,1.6,13600
 Kona,2018,Manual,13439,Petrol,145,52.3,1,13300
 Tucson,2018,Manual,37079,Petrol,145,44.8,0,13000
 I10,2016,Manual,17272,Petrol,20,61.4,0,6300
 I10,2016,Manual,12938,Petrol,20,61.4,1,7000
 I10,2013,Manual,28520,Petrol,20,61.4,0,5000
 I10,2017,Automatic,35460,Petrol,150,47.9,1.2,92000
 I20,2019,Manual,5000,Petrol,145,46.3,1.2,10795
 Tucson,2017,Manual,10128,Diesel,30,61.7,1.7,13795
 Santa Fe,2016,Manual,21972,Diesel,200,47.1,2.2,17450
 IX35,2014,Manual,50993,Diesel,150,53.3,2.2,7995
 I10,2018,Manual,13365,Petrol,145,60.1,1,7658
 I10,2017,Manual,11000,Petrol,30,57.7,1.2,8295
 IX20,2016,Automatic,39016,Petrol,160,43.5,1.6,8990
 I30,2017,Semi-Auto,39621,Petrol,145,51.4,1.4,9995
 I30,2013,Automatic,44538,Diesel,160,50.4,1.6,7990
 I10,2014,Manual,50603,Petrol,20,60.1,1,4995
 Tucson,2016,Manual,28000,Diesel,30,61.7,1.7,11490
 Santa Fe,2014,Manual,55000,Diesel,200,46.3,2.2,14500
 I30,2016,Manual,20000,Diesel,0,78.4,1.6,8650
 Tucson,2017,Manual,17000,Petrol,150,44.8,1.6,12395
 I30,2015,Manual,27584,Diesel,0,78.4,1.6,8495
 I30,2016,Manual,17000,Diesel,0,78.4,1.6,8900
 I30,2016,Manual,30000,Diesel,0,78.4,1.6,8250
 Tucson,2015,Manual,57000,Diesel,30,61.7,1.7,11950
 I10,2018,Manual,8878,Petrol,145,60.1,1,8095
 I10,2018,Manual,9458,Petrol,145,60.1,1,7500
 Tucson,2015,Manual,7900,Diesel,30,61.7,1.7,13000
 I10,2017,Manual,27191,Petrol,20,60.1,1,7000
 I30,2015,Manual,22992,Diesel,0,78.4,1.6,8495
 IX20,2017,Automatic,11058,Petrol,160,43.5,1.6,9995
 Tucson,2016,Automatic,10682,Diesel,125,57.6,1.7,15199
 IX35,2014,Manual,37095,Diesel,145,53.3,1.7,9139
 IX35,2015,Automatic,24128,Diesel,260,41.5,2,12500
 I20,2017,Manual,29018,Petrol,30,55.4,1.2,7775
 I30,2016,Manual,38594,Diesel,0,78.4,1.6,11275
 Tucson,2016,Manual,28323,Diesel,30,61.7,1.7,11995
 Tucson,2016,Manual,52039,Diesel,30,61.7,1.7,11799
 Tucson,2018,Manual,9755,Petrol,145,44.8,1.6,15249
 Tucson,2015,Automatic,75000,Diesel,200,46.3,2,12490
 Tucson,2016,Manual,42000,Diesel,30,61.7,1.7,11990
 Tucson,2018,Manual,19000,Petrol,145,34.9,1.6,13990
 IX35,2015,Manual,39000,Diesel,145,54.3,1.7,8490
 Tucson,2016,Manual,80000,Diesel,30,61.7,1.7,9990
 I10,2019,Manual,3821,Petrol,145,60.1,1,8600
 Tucson,2016,Manual,52455,Diesel,30,61.7,0,11500
 I30,2015,Manual,41000,Diesel,0,78.4,1.6,6500
 I30,2016,Manual,26834,Diesel,0,78.4,1.6,9300
 I800,2017,Automatic,41469,Diesel,145,33.6,2.5,13500
 I800,2018,Manual,31312,Diesel,145,31.7,0,15500
 I10,2015,Manual,25559,Petrol,30,57.6,1.2,6200
 I10,2015,Manual,47660,Petrol,20,60.1,0,5300
 I10,2019,Manual,4419,Petrol,145,60.1,0,9400
 Ioniq,2018,Automatic,28526,Hybrid,135,78.5,1.6,14500
 I10,2019,Manual,5650,Petrol,145,60.1,1,8491
 I20,2018,Manual,13951,Petrol,145,46.3,1.2,9488
 Tucson,2016,Manual,27517,Diesel,30,61.7,1.7,12799
 I10,2015,Manual,25705,Petrol,20,60.1,1,6000
 I30,2015,Automatic,12939,Petrol,200,41.5,1.6,8375
 Tucson,2015,Manual,38973,Diesel,125,58.9,2,11999
 I10,2017,Manual,9273,Petrol,145,60.1,1,7585
 Santa Fe,2016,Automatic,23656,Diesel,235,42.8,2.2,17733
 I40,2018,Manual,33195,Diesel,145,65.7,1.7,14682
 I30,2015,Manual,39233,Diesel,0,78.4,1.6,7275
 I40,2015,Automatic,62143,Diesel,200,47.1,1.7,7952
 I10,2013,Manual,33145,Petrol,20,61.4,1.2,4589
 I30,2014,Manual,38703,Diesel,0,76.3,1.6,7174
 I10,2010,Manual,41000,Petrol,30,57.6,1.2,3695
 Accent,2000,Automatic,47000,Petrol,150,38.7,1.3,1295
 I20,2015,Manual,26846,Petrol,125,51.4,1.4,7433
 Terracan,2005,Manual,130000,Diesel,325,32.8,2.9,2895
 Getz,2007,Manual,57000,Petrol,125,51.4,1.1,1995
 IX20,2011,Automatic,38000,Petrol,200,43.6,1.6,6995
 Getz,2003,Automatic,59000,Petrol,260,37.2,1.3,2395
 IX20,2015,Automatic,43000,Petrol,205,43.6,1.6,7495
 I20,2014,Manual,43911,Petrol,30,57.6,1.2,5950
 I800,2019,Manual,3844,Diesel,145,31.7,2.5,17750
 Ioniq,2019,Semi-Auto,831,Hybrid,135,78.5,1.6,16995
 I10,2018,Manual,3048,Petrol,145,60.1,1,7099
 I20,2017,Manual,29804,Petrol,30,58.9,1.2,7599
 I30,2015,Manual,29786,Diesel,20,72.4,1.6,7646
 I40,2018,Automatic,32289,Diesel,145,60.1,1.7,12499
 I800,2017,Manual,44812,Diesel,300,37.7,2.5,12819
 I30,2018,Manual,33811,Diesel,145,74.3,1.6,9525
 I30,2018,Manual,12233,Petrol,145,57.7,1,8921
 IX35,2015,Manual,38760,Diesel,145,53.3,1.7,9199
 Tucson,2017,Manual,22759,Diesel,30,61.7,1.7,11290
 I10,2017,Manual,26315,Petrol,145,60.1,1,6290
 I10,2017,Manual,26908,Petrol,20,60.1,1,6490
 I40,2014,Automatic,56078,Diesel,200,47.1,1.7,8921
 I10,2012,Manual,64000,Petrol,20,61.4,1.2,3250
 I10,2009,Automatic,27152,Petrol,150,47.9,1.2,4490
 Santa Fe,2018,Automatic,9648,Diesel,145,39.2,2.2,29500
 Kona,2018,Manual,10200,Petrol,145,52.3,1,12890
 Tucson,2016,Manual,30022,Diesel,30,61.7,1.7,12150
 Tucson,2017,Automatic,8169,Petrol,150,39.8,1.6,17390
 I10,2016,Manual,28601,Petrol,20,61.4,1,5490
 I20,2017,Manual,16035,Petrol,145,55.4,1.2,7499
 I800,2018,Automatic,30459,Diesel,145,31.7,2.5,15999
 I10,2017,Manual,16755,Petrol,20,60.1,1,6836
 IX20,2013,Automatic,48666,Petrol,200,43.6,1.6,7234
 Tucson,2016,Manual,36469,Diesel,30,61.7,1.7,11678
 I10,2016,Manual,33794,Petrol,30,57.6,1.2,6764
 I30,2016,Manual,26844,Diesel,20,72.4,1.6,9855
 I30,2016,Manual,48975,Diesel,0,78.4,1.6,7299
 I10,2016,Manual,43778,Petrol,20,60.1,1,5500
 Tucson,2016,Manual,17841,Diesel,30,61.7,1.7,11699
 I30,2017,Manual,37069,Diesel,145,74.3,1.6,9499
 I30,2012,Manual,64008,Diesel,30,64.2,1.6,5995
 Ioniq,2018,Automatic,3297,Hybrid,135,78.5,1.6,16990
 I10,2016,Manual,21611,Petrol,30,57.6,1.2,6490
 IX20,2014,Automatic,27082,Petrol,200,43.6,1.6,7250
 I30,2017,Manual,38982,Diesel,145,74.3,1.6,9517
 Kona,2018,Manual,8085,Petrol,145,44.1,1,12343
 I800,2018,Manual,20896,Diesel,145,37.7,2.5,15701
 I30,2018,Automatic,39893,Petrol,145,51.4,1.4,10399
 Tucson,2019,Automatic,13797,Petrol,145,36.2,1.6,16999
 I30,2017,Manual,33860,Diesel,145,74.3,1.6,9499
 I30,2017,Manual,34817,Diesel,145,74.3,1.6,9499
 Santa Fe,2014,Automatic,51344,Diesel,260,41.5,2.2,14799
 Tucson,2016,Manual,108000,Diesel,125,58.9,2,10991
 Santa Fe,2017,Manual,19049,Diesel,200,47.1,2.2,18990
 Tucson,2017,Manual,14752,Petrol,145,44.8,1.6,14270
 Tucson,2017,Manual,34794,Diesel,30,61.7,1.7,11650
 I30,2017,Manual,40282,Diesel,150,74.3,1.6,9995
 I20,2017,Manual,24496,Petrol,145,65.7,1,8290
 I10,2018,Manual,6145,Petrol,145,60.1,1,7499
 Kona,2018,Manual,27177,Petrol,145,52.3,1,12249
 IX20,2017,Automatic,4076,Petrol,145,43.5,1.6,11199
 Tucson,2017,Manual,13007,Petrol,145,44.8,1.6,13999
 I40,2013,Manual,76698,Diesel,30,62.8,1.7,5495
 I20,2018,Manual,11254,Petrol,150,46.3,1.2,9995
 Tucson,2017,Manual,4566,Diesel,30,61.7,1.7,14500
 Tucson,2017,Manual,25089,Diesel,145,61.7,1.7,13499
 Ioniq,2016,Automatic,42707,Hybrid,0,78.5,1.6,13999
 I20,2014,Manual,72506,Petrol,30,57.6,1.2,4495
 Tucson,2016,Manual,108000,Diesel,125,58.9,2,10991
 I30,2015,Manual,124000,Diesel,0,78.4,1.6,4492
 I30,2015,Manual,124000,Diesel,0,78.4,1.6,4492
 I40,2016,Manual,100000,Diesel,30,65.7,1.7,7393
 I10,2011,Manual,94138,Petrol,20,61.4,1.2,2488
 IX35,2012,Manual,82833,Petrol,200,41.5,1.6,5588
 I10,2018,Manual,11841,Petrol,145,60.1,1,7497
 Kona,2019,Manual,2499,Petrol,145,44.1,1,14497
 I20,2013,Manual,55894,Petrol,30,57.6,1.2,4783
 I20,2019,Manual,10926,Petrol,145,46.3,1.2,9699
 Tucson,2019,Manual,9841,Petrol,145,34.9,1.6,15499
 IX35,2012,Manual,64992,Petrol,205,41.5,1.6,5790
 I40,2015,Manual,61599,Diesel,30,65.7,1.7,7640
 Santa Fe,2017,Manual,27287,Diesel,145,47.1,2.2,16989
 Tucson,2018,Automatic,20000,Diesel,150,46.3,1.6,19970
 Tucson,2017,Manual,36000,Diesel,30,61.4,1.7,14470
 IX20,2011,Manual,23000,Petrol,120,50.4,1.4,4750
 I10,2010,Manual,62000,Petrol,30,56.5,1.2,2950
 I30,2015,Manual,36000,Petrol,145,47.1,1.4,6950
 I10,2017,Manual,33803,Petrol,145,60.1,1,5724
 I30,2016,Manual,73635,Diesel,20,72.4,1.6,7999
 I10,2017,Manual,43233,Petrol,145,57.7,1.2,6000
 I30,2018,Manual,34153,Petrol,145,54.3,1,10375
 IX20,2016,Manual,21686,Petrol,125,50.4,1.4,9000
 Kona,2019,Manual,2642,Petrol,145,44.1,1,14245
 Tucson,2018,Manual,6816,Petrol,145,44.8,1.6,12825
 Tucson,2017,Manual,13673,Petrol,145,44.8,1.6,11698
 I30,2012,Manual,52548,Petrol,150,47.1,1.4,4980
 I20,2010,Manual,60000,Petrol,125,54.3,1.2,3995
 Tucson,2017,Manual,14000,Diesel,30,61.7,1.7,15995
 Tucson,2016,Manual,32481,Diesel,30,61.7,1.7,12499
 Tucson,2016,Automatic,42597,Diesel,200,47.1,2,13499
 IX35,2013,Manual,55736,Diesel,200,48.7,2,7999
 Tucson,2016,Automatic,31828,Diesel,125,57.6,1.7,13399
 Tucson,2018,Manual,16346,Diesel,145,61.7,1.7,13799
 I30,2013,Manual,47246,Petrol,145,47.1,1.4,6000
 Tucson,2017,Manual,10726,Diesel,150,61.7,1.7,13000
 Ioniq,2018,Automatic,40735,Hybrid,135,78.5,1.6,14200
 IX20,2017,Automatic,7809,Petrol,160,43.5,1.6,9399
 I800,2019,Manual,21457,Diesel,145,31.7,2.5,16199
 Tucson,2016,Manual,69894,Diesel,30,61.7,1.7,11199
 Santa Fe,2013,Manual,55998,Diesel,200,46.3,2.2,10149
 I10,2017,Automatic,20664,Petrol,145,47.9,1.2,7999
 Santa Fe,2016,Automatic,29448,Diesel,260,41.5,2.2,16499
 I20,2013,Automatic,30536,Petrol,145,47.1,1.4,6999
 I10,2014,Manual,45495,Petrol,30,57.6,1.2,5499
 I10,2017,Manual,30490,Petrol,145,60.1,1,6500
 I10,2018,Manual,31217,Petrol,145,60.1,1,6699
 I10,2017,Manual,16807,Petrol,145,60.1,1,7225
 I10,2017,Manual,58250,Petrol,145,60.1,1,6150
 IX35,2015,Manual,42250,Petrol,160,44.1,1.6,7950
 I800,2018,Manual,33387,Diesel,150,31.7,2.5,15800
 Santa Fe,2016,Automatic,23764,Diesel,240,42.8,2.2,18500
 Ioniq,2017,Automatic,23659,Hybrid,135,78.5,1.6,16599
 I20,2014,Manual,33013,Petrol,30,57.6,1.2,5770
 I40,2017,Manual,8613,Diesel,145,65.7,1.7,13751
 Tucson,2018,Manual,3978,Petrol,145,34.9,1.6,15495
 I20,2013,Manual,49252,Diesel,0,74.3,1.1,4670
 Tucson,2017,Manual,12845,Petrol,145,44.8,1.6,12249
 Tucson,2017,Manual,20462,Diesel,145,61.7,1.7,13699
 I40,2015,Manual,56577,Diesel,30,65.7,1.7,7357
 Tucson,2016,Manual,18006,Diesel,30,61.7,1.7,11349
 I20,2019,Manual,10668,Petrol,145,46.3,1.2,10699
 I30,2017,Manual,34258,Diesel,145,74.3,1.6,9499
 I30,2019,Manual,9000,Petrol,145,45.6,1,9950
 Tucson,2016,Manual,42850,Diesel,30,61.7,1.7,11499
 IX35,2013,Manual,65900,Diesel,150,48.7,1.7,7990
 I20,2014,Manual,63100,Petrol,30,57.6,1.2,4990
 Tucson,2017,Manual,26671,Petrol,145,44.8,1.6,12991
 Santa Fe,2011,Manual,130000,Diesel,265,41.5,2.2,5395
 I20,2017,Manual,39628,Petrol,145,58.9,1.2,7459
 I30,2018,Automatic,33616,Petrol,145,51.4,1.4,10399
 I30,2015,Manual,46761,Diesel,20,72.4,1.6,8975
 Tucson,2016,Manual,28793,Diesel,30,61.7,1.7,12789
 I800,2018,Manual,30727,Diesel,145,31.7,2.5,15489
 I800,2018,Manual,37620,Diesel,150,37.7,2.5,14000
 I20,2018,Manual,28050,Petrol,150,58.9,1.2,8000
 I10,2018,Manual,11518,Petrol,150,60.1,1,7991
 I20,2016,Manual,19947,Petrol,30,55.4,1.2,6990
 I40,2014,Manual,63458,Diesel,30,62.8,1.7,6895
 I10,2016,Automatic,18000,Petrol,150,47.9,1.2,8495
 I10,2015,Manual,56000,Petrol,20,60.1,1,4999
 I800,2018,Manual,37530,Diesel,145,37.7,2.5,14795
 I10,2017,Manual,29694,Petrol,145,57.7,1.2,6988
 I30,2009,Manual,105863,Petrol,200,45.6,1.6,2699
 Getz,2008,Manual,67000,Petrol,125,51.4,1.1,1695
 IX35,2013,Automatic,90000,Diesel,300,39.2,2,7995
 I10,2017,Manual,3000,Petrol,145,60.1,1,6995
 I10,2012,Manual,24000,Petrol,20,61.4,1.2,4295
 Ioniq,2018,Automatic,55190,Hybrid,140,78.5,1.6,13295
 Santa Fe,2015,Automatic,43450,Diesel,265,41.5,2.2,14000
 I10,2010,Manual,64081,Petrol,30,57.6,1.2,3491
 I30,2014,Manual,107419,Diesel,0,76.3,1.6,4291
 I10,2012,Manual,67365,Petrol,20,61.4,1.2,3491
 I10,2017,Manual,9748,Petrol,30,57.7,1.2,8499
 I30,2013,Automatic,37438,Diesel,160,51.4,1.6,7199
 Tucson,2017,Automatic,22000,Diesel,145,46.3,2,14500
 Santa Fe,2017,Automatic,18543,Diesel,140,42.8,2.2,19500
 IX20,2012,Manual,45566,Petrol,145,45.6,1.4,5790
 I40,2015,Manual,54000,Diesel,30,65.7,1.7,6990
 IX35,2014,Manual,50000,Diesel,145,53.3,1.7,8275
 I20,2016,Manual,34690,Petrol,30,58.9,1.2,7849
 I30,2017,Manual,34959,Diesel,145,74.3,1.6,9499
 IX20,2013,Manual,45016,Petrol,145,45.6,1.4,5800
 I30,2017,Manual,37710,Diesel,145,74.3,1.6,9499
 I30,2017,Manual,35155,Diesel,145,74.3,1.6,9499
 IX35,2015,Manual,45163,Diesel,145,53.3,1.7,8795
 IX35,2011,Manual,75617,Diesel,145,48.7,1.7,5490
 IX35,2014,Manual,90000,Diesel,145,53.3,1.7,7475
 Tucson,2007,Manual,90631,Petrol,300,35.3,2,2495
 I30,2010,Manual,99000,Diesel,30,62.8,1.6,2495
 I30,2009,Manual,116000,Diesel,30,60.1,1.6,2250
 I20,2010,Manual,78100,Petrol,125,54.3,1.2,1995
 I20,2010,Manual,49000,Petrol,145,50.4,1.4,3795
 I30,2016,Manual,32361,Diesel,0,78.4,1.6,8495
 I10,2011,Manual,78000,Petrol,20,61.4,1.2,2495
 I800,2016,Automatic,53000,Diesel,330,33.6,2.5,11995
 I30,2008,Manual,138000,Diesel,125,57.6,1.6,1395
 I30,2016,Manual,48655,Diesel,0,78.4,1.6,8199
 IX35,2011,Manual,79000,Petrol,205,41.5,1.6,5475
 IX35,2011,Manual,60000,Diesel,145,48.7,1.7,6975
 I40,2016,Manual,38572,Diesel,20,67.3,1.7,8850
 Santa Fe,2010,Manual,72570,Diesel,260,41.5,2.2,6495
 IX35,2013,Automatic,37000,Diesel,300,39.2,2,9995
 I30,2017,Manual,32992,Diesel,145,74.3,1.6,9499
 I30,2017,Manual,35138,Diesel,145,74.3,1.6,9499
 Tucson,2018,Automatic,14495,Diesel,145,57.6,1.7,19490
 I30,2010,Manual,80000,Petrol,160,46.3,1.4,3495
 I10,2014,Manual,12287,Petrol,30,57.6,1.2,6275
 I800,2018,Automatic,30038,Diesel,145,31.7,2.5,15999
 Tucson,2017,Manual,13298,Petrol,145,44.8,1.6,13599
 IX35,2015,Manual,28040,Diesel,145,53.3,1.7,9099
 I10,2016,Manual,21359,Petrol,30,57.6,1.2,5799
 Tucson,2017,Automatic,44013,Diesel,235,43.5,2,16995
